sample_id,dataset,drug_id,drug_name,cell_context,cell_type,cell_line,tissue,batch,dose,time,condition,control_sample_id,source_file,source_split,split,control,smiles,scaffold,split_random,split_cell_heldout,split_scaffold_heldout,split_cell_scaffold_heldout
"T cells, Palbociclib",openproblems_neurips2023,Palbociclib,Palbociclib,T cells,T cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,O=c1ccc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,train,test,train,excluded
"NK cells, Trametinib",openproblems_neurips2023,Trametinib,Trametinib,NK cells,NK cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1,O=c1cc2c(c(Nc3ccccc3)[nH]1)c(=O)n(C1CC1)c(=O)n2-c1ccccc1,train,train,train,train
"T cells, Trametinib",openproblems_neurips2023,Trametinib,Trametinib,T cells,T cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1,O=c1cc2c(c(Nc3ccccc3)[nH]1)c(=O)n(C1CC1)c(=O)n2-c1ccccc1,train,test,train,excluded
"B cells, AMD-070 (hydrochloride)",openproblems_neurips2023,AMD-070 (hydrochloride),AMD-070 (hydrochloride),B cells,B cells,PBMC,blood,de_train:public_test,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,public_test,False,NCCCCN(Cc1nc2ccccc2[nH]1)[C@H]1CCCc2cccnc21,c1cnc2c(c1)CCC[C@@H]2NCc1nc2ccccc2[nH]1,train,train,test,excluded
"Myeloid cells, AMD-070 (hydrochloride)",openproblems_neurips2023,AMD-070 (hydrochloride),AMD-070 (hydrochloride),Myeloid cells,Myeloid cells,PBMC,blood,de_train:public_test,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,public_test,False,NCCCCN(Cc1nc2ccccc2[nH]1)[C@H]1CCCc2cccnc21,c1cnc2c(c1)CCC[C@@H]2NCc1nc2ccccc2[nH]1,train,train,test,excluded
"NK cells, AMD-070 (hydrochloride)",openproblems_neurips2023,AMD-070 (hydrochloride),AMD-070 (hydrochloride),NK cells,NK cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,NCCCCN(Cc1nc2ccccc2[nH]1)[C@H]1CCCc2cccnc21,c1cnc2c(c1)CCC[C@@H]2NCc1nc2ccccc2[nH]1,train,train,test,excluded
"T cells, AMD-070 (hydrochloride)",openproblems_neurips2023,AMD-070 (hydrochloride),AMD-070 (hydrochloride),T cells,T cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,NCCCCN(Cc1nc2ccccc2[nH]1)[C@H]1CCCc2cccnc21,c1cnc2c(c1)CCC[C@@H]2NCc1nc2ccccc2[nH]1,train,test,test,test
"NK cells, Sgc-cbp30",openproblems_neurips2023,Sgc-cbp30,Sgc-cbp30,NK cells,NK cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,COc1ccc(CCc2nc3cc(-c4c(C)noc4C)ccc3n2C[C@H](C)N2CCOCC2)cc1Cl,c1ccc(CCc2nc3cc(-c4cnoc4)ccc3n2CCN2CCOCC2)cc1,train,train,test,excluded
"T cells, Sgc-cbp30",openproblems_neurips2023,Sgc-cbp30,Sgc-cbp30,T cells,T cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,COc1ccc(CCc2nc3cc(-c4c(C)noc4C)ccc3n2C[C@H](C)N2CCOCC2)cc1Cl,c1ccc(CCc2nc3cc(-c4cnoc4)ccc3n2CCN2CCOCC2)cc1,train,test,test,test
"B cells, FK 866",openproblems_neurips2023,FK 866,FK 866,B cells,B cells,PBMC,blood,de_train:public_test,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,public_test,False,O=C(/C=C/c1cccnc1)NCCCCC1CCN(C(=O)c2ccccc2)CC1,O=C(/C=C/c1cccnc1)NCCCCC1CCN(C(=O)c2ccccc2)CC1,train,train,train,train
"Myeloid cells, FK 866",openproblems_neurips2023,FK 866,FK 866,Myeloid cells,Myeloid cells,PBMC,blood,de_train:public_test,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,public_test,False,O=C(/C=C/c1cccnc1)NCCCCC1CCN(C(=O)c2ccccc2)CC1,O=C(/C=C/c1cccnc1)NCCCCC1CCN(C(=O)c2ccccc2)CC1,train,train,train,train
"NK cells, FK 866",openproblems_neurips2023,FK 866,FK 866,NK cells,NK cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,O=C(/C=C/c1cccnc1)NCCCCC1CCN(C(=O)c2ccccc2)CC1,O=C(/C=C/c1cccnc1)NCCCCC1CCN(C(=O)c2ccccc2)CC1,train,train,train,train
"T cells, FK 866",openproblems_neurips2023,FK 866,FK 866,T cells,T cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,O=C(/C=C/c1cccnc1)NCCCCC1CCN(C(=O)c2ccccc2)CC1,O=C(/C=C/c1cccnc1)NCCCCC1CCN(C(=O)c2ccccc2)CC1,train,test,train,excluded
"NK cells, Chlorpheniramine",openproblems_neurips2023,Chlorpheniramine,Chlorpheniramine,NK cells,NK cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,c1ccc(Cc2ccccn2)cc1,test,train,train,train
"T cells, Chlorpheniramine",openproblems_neurips2023,Chlorpheniramine,Chlorpheniramine,T cells,T cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,c1ccc(Cc2ccccn2)cc1,train,test,train,excluded
"B cells, Scriptaid",openproblems_neurips2023,Scriptaid,Scriptaid,B cells,B cells,PBMC,blood,de_train:public_test,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,public_test,False,O=C1c2cccc3cccc(c23)C(=O)N1CCCCCC(O)=NO,O=C1NC(=O)c2cccc3cccc1c23,train,train,train,train
"Myeloid cells, Scriptaid",openproblems_neurips2023,Scriptaid,Scriptaid,Myeloid cells,Myeloid cells,PBMC,blood,de_train:public_test,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,public_test,False,O=C1c2cccc3cccc(c23)C(=O)N1CCCCCC(O)=NO,O=C1NC(=O)c2cccc3cccc1c23,test,train,train,train
"NK cells, Scriptaid",openproblems_neurips2023,Scriptaid,Scriptaid,NK cells,NK cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,O=C1c2cccc3cccc(c23)C(=O)N1CCCCCC(O)=NO,O=C1NC(=O)c2cccc3cccc1c23,train,train,train,train
"T cells, Scriptaid",openproblems_neurips2023,Scriptaid,Scriptaid,T cells,T cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,O=C1c2cccc3cccc(c23)C(=O)N1CCCCCC(O)=NO,O=C1NC(=O)c2cccc3cccc1c23,train,test,train,excluded
"NK cells, BAY 61-3606",openproblems_neurips2023,BAY 61-3606,BAY 61-3606,NK cells,NK cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,COc1ccc(-c2cc3nccn3c(Nc3ncccc3C(N)=O)n2)cc1OC,c1ccc(-c2cc3nccn3c(Nc3ccccn3)n2)cc1,train,train,train,train
"T cells, BAY 61-3606",openproblems_neurips2023,BAY 61-3606,BAY 61-3606,T cells,T cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,COc1ccc(-c2cc3nccn3c(Nc3ncccc3C(N)=O)n2)cc1OC,c1ccc(-c2cc3nccn3c(Nc3ccccn3)n2)cc1,train,test,train,excluded
"NK cells, LY2090314",openproblems_neurips2023,LY2090314,LY2090314,NK cells,NK cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,O=C1NC(=O)C(c2cnc3ccccn23)=C1c1cn2c3c(cc(F)cc13)CN(C(=O)N1CCCCC1)CC2,O=C1NC(=O)C(c2cnc3ccccn23)=C1c1cn2c3c(cccc13)CN(C(=O)N1CCCCC1)CC2,train,train,test,excluded
"T cells, LY2090314",openproblems_neurips2023,LY2090314,LY2090314,T cells,T cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,O=C1NC(=O)C(c2cnc3ccccn23)=C1c1cn2c3c(cc(F)cc13)CN(C(=O)N1CCCCC1)CC2,O=C1NC(=O)C(c2cnc3ccccn23)=C1c1cn2c3c(cccc13)CN(C(=O)N1CCCCC1)CC2,test,test,test,test
"NK cells, Vardenafil",openproblems_neurips2023,Vardenafil,Vardenafil,NK cells,NK cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,CCCc1nc(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)nn12,O=c1[nH]c(-c2cccc(S(=O)(=O)N3CCNCC3)c2)nn2cncc12,train,train,train,train
"T cells, Vardenafil",openproblems_neurips2023,Vardenafil,Vardenafil,T cells,T cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,CCCc1nc(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)nn12,O=c1[nH]c(-c2cccc(S(=O)(=O)N3CCNCC3)c2)nn2cncc12,train,test,train,excluded
"NK cells, Dasatinib",openproblems_neurips2023,Dasatinib,Dasatinib,NK cells,NK cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,O=C(Nc1ccccc1)c1cnc(Nc2cc(N3CCNCC3)ncn2)s1,train,train,train,train
"T cells, Dasatinib",openproblems_neurips2023,Dasatinib,Dasatinib,T cells,T cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,O=C(Nc1ccccc1)c1cnc(Nc2cc(N3CCNCC3)ncn2)s1,train,test,train,excluded
"NK cells, AT13387",openproblems_neurips2023,AT13387,AT13387,NK cells,NK cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,CC(C)c1cc(C(=O)N2Cc3ccc(CN4CCN(C)CC4)cc3C2)c(O)cc1O,O=C(c1ccccc1)N1Cc2ccc(CN3CCNCC3)cc2C1,test,train,train,train
"T cells, AT13387",openproblems_neurips2023,AT13387,AT13387,T cells,T cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,CC(C)c1cc(C(=O)N2Cc3ccc(CN4CCN(C)CC4)cc3C2)c(O)cc1O,O=C(c1ccccc1)N1Cc2ccc(CN3CCNCC3)cc2C1,train,test,train,excluded
"B cells, PF-04691502",openproblems_neurips2023,PF-04691502,PF-04691502,B cells,B cells,PBMC,blood,de_train:public_test,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,public_test,False,COc1ccc(-c2cc3c(C)nc(N)nc3n([C@H]3CC[C@H](OCCO)CC3)c2=O)cn1,O=c1c(-c2cccnc2)cc2cncnc2n1C1CCCCC1,test,train,train,train
"NK cells, PF-04691502",openproblems_neurips2023,PF-04691502,PF-04691502,NK cells,NK cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,COc1ccc(-c2cc3c(C)nc(N)nc3n([C@H]3CC[C@H](OCCO)CC3)c2=O)cn1,O=c1c(-c2cccnc2)cc2cncnc2n1C1CCCCC1,train,train,train,train
"T cells, PF-04691502",openproblems_neurips2023,PF-04691502,PF-04691502,T cells,T cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,COc1ccc(-c2cc3c(C)nc(N)nc3n([C@H]3CC[C@H](OCCO)CC3)c2=O)cn1,O=c1c(-c2cccnc2)cc2cncnc2n1C1CCCCC1,train,test,train,excluded
"NK cells, Perhexiline",openproblems_neurips2023,Perhexiline,Perhexiline,NK cells,NK cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,train,train,train,train
"T cells, Perhexiline",openproblems_neurips2023,Perhexiline,Perhexiline,T cells,T cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,train,test,train,excluded
"NK cells, RVX-208",openproblems_neurips2023,RVX-208,RVX-208,NK cells,NK cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,COc1cc(OC)c2c(=O)[nH]c(-c3cc(C)c(OCCO)c(C)c3)nc2c1,O=c1[nH]c(-c2ccccc2)nc2ccccc12,train,train,train,train
"T cells, RVX-208",openproblems_neurips2023,RVX-208,RVX-208,T cells,T cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,COc1cc(OC)c2c(=O)[nH]c(-c3cc(C)c(OCCO)c(C)c3)nc2c1,O=c1[nH]c(-c2ccccc2)nc2ccccc12,train,test,train,excluded
"NK cells, Ketoconazole",openproblems_neurips2023,Ketoconazole,Ketoconazole,NK cells,NK cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,c1ccc([C@@]2(Cn3ccnc3)OC[C@H](COc3ccc(N4CCNCC4)cc3)O2)cc1,train,train,train,train
"T cells, Ketoconazole",openproblems_neurips2023,Ketoconazole,Ketoconazole,T cells,T cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,c1ccc([C@@]2(Cn3ccnc3)OC[C@H](COc3ccc(N4CCNCC4)cc3)O2)cc1,train,test,train,excluded
"NK cells, Disulfiram",openproblems_neurips2023,Disulfiram,Disulfiram,NK cells,NK cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,CCN(CC)C(=S)SSC(=S)N(CC)CC,,train,train,train,train
"T cells, Disulfiram",openproblems_neurips2023,Disulfiram,Disulfiram,T cells,T cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,CCN(CC)C(=S)SSC(=S)N(CC)CC,,train,test,train,excluded
"NK cells, Flutamide",openproblems_neurips2023,Flutamide,Flutamide,NK cells,NK cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,c1ccccc1,train,train,train,train
"T cells, Flutamide",openproblems_neurips2023,Flutamide,Flutamide,T cells,T cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,c1ccccc1,train,test,train,excluded
"NK cells, Desloratadine",openproblems_neurips2023,Desloratadine,Desloratadine,NK cells,NK cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,c1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,train,train,train,train
"T cells, Desloratadine",openproblems_neurips2023,Desloratadine,Desloratadine,T cells,T cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,c1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,train,test,train,excluded
"B cells, Dactolisib",openproblems_neurips2023,Dactolisib,Dactolisib,B cells,B cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21,O=c1[nH]c2cnc3ccc(-c4cnc5ccccc5c4)cc3c2n1-c1ccccc1,train,train,train,train
"Myeloid cells, Dactolisib",openproblems_neurips2023,Dactolisib,Dactolisib,Myeloid cells,Myeloid cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21,O=c1[nH]c2cnc3ccc(-c4cnc5ccccc5c4)cc3c2n1-c1ccccc1,train,train,train,train
"NK cells, Dactolisib",openproblems_neurips2023,Dactolisib,Dactolisib,NK cells,NK cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21,O=c1[nH]c2cnc3ccc(-c4cnc5ccccc5c4)cc3c2n1-c1ccccc1,train,train,train,train
"T cells, Dactolisib",openproblems_neurips2023,Dactolisib,Dactolisib,T cells,T cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21,O=c1[nH]c2cnc3ccc(-c4cnc5ccccc5c4)cc3c2n1-c1ccccc1,train,test,train,excluded
"NK cells, BMS-536924",openproblems_neurips2023,BMS-536924,BMS-536924,NK cells,NK cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,Cc1cc(N2CCOCC2)cc2[nH]c(-c3c(NC[C@@H](O)c4cccc(Cl)c4)cc[nH]c3=O)nc12,O=c1[nH]ccc(NCCc2ccccc2)c1-c1nc2ccc(N3CCOCC3)cc2[nH]1,train,train,train,train
"T cells, BMS-536924",openproblems_neurips2023,BMS-536924,BMS-536924,T cells,T cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,Cc1cc(N2CCOCC2)cc2[nH]c(-c3c(NC[C@@H](O)c4cccc(Cl)c4)cc[nH]c3=O)nc12,O=c1[nH]ccc(NCCc2ccccc2)c1-c1nc2ccc(N3CCOCC3)cc2[nH]1,test,test,train,excluded
"NK cells, IKK Inhibitor VII",openproblems_neurips2023,IKK Inhibitor VII,IKK Inhibitor VII,NK cells,NK cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,O=C(c1ccc(Nc2nccc(-c3cc4ccccc4s3)n2)cc1)N1CCC(N2CCCC2)CC1,O=C(c1ccc(Nc2nccc(-c3cc4ccccc4s3)n2)cc1)N1CCC(N2CCCC2)CC1,train,train,train,train
"T cells, IKK Inhibitor VII",openproblems_neurips2023,IKK Inhibitor VII,IKK Inhibitor VII,T cells,T cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,O=C(c1ccc(Nc2nccc(-c3cc4ccccc4s3)n2)cc1)N1CCC(N2CCCC2)CC1,O=C(c1ccc(Nc2nccc(-c3cc4ccccc4s3)n2)cc1)N1CCC(N2CCCC2)CC1,train,test,train,excluded
"NK cells, Amiodarone",openproblems_neurips2023,Amiodarone,Amiodarone,NK cells,NK cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,O=C(c1ccccc1)c1coc2ccccc12,train,train,train,train
"T cells, Amiodarone",openproblems_neurips2023,Amiodarone,Amiodarone,T cells,T cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,O=C(c1ccccc1)c1coc2ccccc12,train,test,train,excluded
"B cells, Isoniazid",openproblems_neurips2023,Isoniazid,Isoniazid,B cells,B cells,PBMC,blood,de_train:public_test,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,public_test,False,NNC(=O)c1ccncc1,c1ccncc1,train,train,train,train
"Myeloid cells, Isoniazid",openproblems_neurips2023,Isoniazid,Isoniazid,Myeloid cells,Myeloid cells,PBMC,blood,de_train:public_test,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,public_test,False,NNC(=O)c1ccncc1,c1ccncc1,train,train,train,train
"NK cells, Isoniazid",openproblems_neurips2023,Isoniazid,Isoniazid,NK cells,NK cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,NNC(=O)c1ccncc1,c1ccncc1,train,train,train,train
"T cells, Isoniazid",openproblems_neurips2023,Isoniazid,Isoniazid,T cells,T cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,NNC(=O)c1ccncc1,c1ccncc1,test,test,train,excluded
"NK cells, IMD-0354",openproblems_neurips2023,IMD-0354,IMD-0354,NK cells,NK cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(Cl)ccc1O,O=C(Nc1ccccc1)c1ccccc1,train,train,train,train
"T cells, IMD-0354",openproblems_neurips2023,IMD-0354,IMD-0354,T cells,T cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(Cl)ccc1O,O=C(Nc1ccccc1)c1ccccc1,train,test,train,excluded
"NK cells, Canertinib",openproblems_neurips2023,Canertinib,Canertinib,NK cells,NK cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,c1ccc(Nc2ncnc3cc(OCCCN4CCOCC4)ccc23)cc1,train,train,train,train
"T cells, Canertinib",openproblems_neurips2023,Canertinib,Canertinib,T cells,T cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,c1ccc(Nc2ncnc3cc(OCCCN4CCOCC4)ccc23)cc1,train,test,train,excluded
"B cells, Idelalisib",openproblems_neurips2023,Idelalisib,Idelalisib,B cells,B cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1,O=c1c2ccccc2nc(CNc2ncnc3[nH]cnc23)n1-c1ccccc1,train,train,train,train
"Myeloid cells, Idelalisib",openproblems_neurips2023,Idelalisib,Idelalisib,Myeloid cells,Myeloid cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1,O=c1c2ccccc2nc(CNc2ncnc3[nH]cnc23)n1-c1ccccc1,train,train,train,train
"NK cells, Idelalisib",openproblems_neurips2023,Idelalisib,Idelalisib,NK cells,NK cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1,O=c1c2ccccc2nc(CNc2ncnc3[nH]cnc23)n1-c1ccccc1,train,train,train,train
"T cells, Idelalisib",openproblems_neurips2023,Idelalisib,Idelalisib,T cells,T cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1,O=c1c2ccccc2nc(CNc2ncnc3[nH]cnc23)n1-c1ccccc1,train,test,train,excluded
"NK cells, Alogliptin",openproblems_neurips2023,Alogliptin,Alogliptin,NK cells,NK cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O,O=c1cc(N2CCCCC2)n(Cc2ccccc2)c(=O)[nH]1,train,train,train,train
"T cells, Alogliptin",openproblems_neurips2023,Alogliptin,Alogliptin,T cells,T cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O,O=c1cc(N2CCCCC2)n(Cc2ccccc2)c(=O)[nH]1,test,test,train,excluded
"B cells, Penfluridol",openproblems_neurips2023,Penfluridol,Penfluridol,B cells,B cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,OC1(c2ccc(Cl)c(C(F)(F)F)c2)CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,c1ccc(C2CCN(CCCC(c3ccccc3)c3ccccc3)CC2)cc1,train,train,train,train
"Myeloid cells, Penfluridol",openproblems_neurips2023,Penfluridol,Penfluridol,Myeloid cells,Myeloid cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,OC1(c2ccc(Cl)c(C(F)(F)F)c2)CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,c1ccc(C2CCN(CCCC(c3ccccc3)c3ccccc3)CC2)cc1,train,train,train,train
"NK cells, Penfluridol",openproblems_neurips2023,Penfluridol,Penfluridol,NK cells,NK cells,PBMC,blood,de_train:train,not_available_in_de_h5ad,24h,treated,,de_train.h5ad,de_train,train,False,OC1(c2ccc(Cl)c(C(F)(F)F)c2)CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,c1ccc(C2CCN(CCCC(c3ccccc3)c3ccccc3)CC2)cc1,train,train,train,train
