query_name,matched_name,pubchem_cid,canonical_smiles,isomeric_smiles,iupac_name,molecular_formula,status
Panobinostat (LBH589),Panobinostat (LBH589),6918837,CC1=C(C2=CC=CC=C2N1)CCNCC3=CC=C(C=C3)/C=C/C(=O)NO,CC1=C(C2=CC=CC=C2N1)CCNCC3=CC=C(C=C3)/C=C/C(=O)NO,(E)-N-hydroxy-3-[4-[[2-(2-methyl-1H-indol-3-yl)ethylamino]methyl]phenyl]prop-2-enamide,C21H23N3O2,matched
"Patupilone (EPO906, Epothilone B)","Patupilone (EPO906, Epothilone B)",448013,C[C@H]1CCC[C@@]2([C@@H](O2)C[C@H](OC(=O)C[C@@H](C(C(=O)[C@@H]([C@H]1O)C)(C)C)O)/C(=C/C3=CSC(=N3)C)/C)C,C[C@H]1CCC[C@@]2([C@@H](O2)C[C@H](OC(=O)C[C@@H](C(C(=O)[C@@H]([C@H]1O)C)(C)C)O)/C(=C/C3=CSC(=N3)C)/C)C,"(1S,3S,7S,10R,11S,12S,16R)-7,11-dihydroxy-8,8,10,12,16-pentamethyl-3-[(E)-1-(2-methyl-1,3-thiazol-4-yl)prop-1-en-2-yl]-4,17-dioxabicyclo[14.1.0]heptadecane-5,9-dione",C27H41NO6S,matched
Pelitinib (EKB-569),Pelitinib (EKB-569),6445562,CCOC1=C(C=C2C(=C1)N=CC(=C2NC3=CC(=C(C=C3)F)Cl)C#N)NC(=O)/C=C/CN(C)C,CCOC1=C(C=C2C(=C1)N=CC(=C2NC3=CC(=C(C=C3)F)Cl)C#N)NC(=O)/C=C/CN(C)C,(E)-N-[4-(3-chloro-4-fluoroanilino)-3-cyano-7-ethoxyquinolin-6-yl]-4-(dimethylamino)but-2-enamide,C24H23ClFN5O2,matched
Pirarubicin,Pirarubicin,11296583,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O[C@@H]6CCCCO6,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O[C@@H]6CCCCO6,"(7S,9S)-7-[(2R,4S,5S,6S)-4-amino-6-methyl-5-[(2R)-oxan-2-yl]oxyoxan-2-yl]oxy-6,9,11-trihydroxy-9-(2-hydroxyacetyl)-4-methoxy-8,10-dihydro-7H-tetracene-5,12-dione",C32H37NO12,matched
Pracinostat (SB939),Pracinostat (SB939),49855250,CCCCC1=NC2=C(N1CCN(CC)CC)C=CC(=C2)/C=C/C(=O)NO,CCCCC1=NC2=C(N1CCN(CC)CC)C=CC(=C2)/C=C/C(=O)NO,(E)-3-[2-butyl-1-[2-(diethylamino)ethyl]benzimidazol-5-yl]-N-hydroxyprop-2-enamide,C20H30N4O2,matched
Prednisone ,Prednisone,5865,C[C@]12CC(=O)[C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C,C[C@]12CC(=O)[C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C,"(8S,9S,10R,13S,14S,17R)-17-hydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-6,7,8,9,12,14,15,16-octahydrocyclopenta[a]phenanthrene-3,11-dione",C21H26O5,matched
Quercetin,Quercetin,5280343,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,"2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxychromen-4-one",C15H10O7,matched
Quisinostat (JNJ-26481585) 2HCl,Quisinostat (JNJ-26481585) 2HCl,122129987,CN1C=C(C2=CC=CC=C21)CNCC3CCN(CC3)C4=NC=C(C=N4)C(=O)NO.Cl.Cl,CN1C=C(C2=CC=CC=C21)CNCC3CCN(CC3)C4=NC=C(C=N4)C(=O)NO.Cl.Cl,N-hydroxy-2-[4-[[(1-methylindol-3-yl)methylamino]methyl]piperidin-1-yl]pyrimidine-5-carboxamide;dihydrochloride,C21H28Cl2N6O2,matched
RG108,RG108,344265,C1=CC=C2C(=C1)C(=O)N(C2=O)C(CC3=CNC4=CC=CC=C43)C(=O)O,C1=CC=C2C(=C1)C(=O)N(C2=O)C(CC3=CNC4=CC=CC=C43)C(=O)O,"2-(1,3-dioxoisoindol-2-yl)-3-(1H-indol-3-yl)propanoic acid",C19H14N2O4,matched
Raltitrexed,Raltitrexed,135400182,CC1=NC2=C(C=C(C=C2)CN(C)C3=CC=C(S3)C(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)N1,CC1=NC2=C(C=C(C=C2)CN(C)C3=CC=C(S3)C(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)N1,(2S)-2-[[5-[methyl-[(2-methyl-4-oxo-3H-quinazolin-6-yl)methyl]amino]thiophene-2-carbonyl]amino]pentanedioic acid,C21H22N4O6S,matched
Ramelteon,Ramelteon,208902,CCC(=O)NCC[C@@H]1CCC2=C1C3=C(C=C2)OCC3,CCC(=O)NCC[C@@H]1CCC2=C1C3=C(C=C2)OCC3,"N-[2-[(8S)-2,6,7,8-tetrahydro-1H-cyclopenta[e][1]benzofuran-8-yl]ethyl]propanamide",C16H21NO2,matched
Regorafenib (BAY 73-4506),Regorafenib (BAY 73-4506),11167602,CNC(=O)C1=NC=CC(=C1)OC2=CC(=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F)F,CNC(=O)C1=NC=CC(=C1)OC2=CC(=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F)F,4-[4-[[4-chloro-3-(trifluoromethyl)phenyl]carbamoylamino]-3-fluorophenoxy]-N-methylpyridine-2-carboxamide,C21H15ClF4N4O3,matched
Resminostat,Resminostat,11609955,CN(C)CC1=CC=C(C=C1)S(=O)(=O)N2C=CC(=C2)/C=C/C(=O)NO,CN(C)CC1=CC=C(C=C1)S(=O)(=O)N2C=CC(=C2)/C=C/C(=O)NO,(E)-3-[1-[4-[(dimethylamino)methyl]phenyl]sulfonylpyrrol-3-yl]-N-hydroxyprop-2-enamide,C16H19N3O4S,matched
Resveratrol,Resveratrol,445154,C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)O)O)O,C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)O)O)O,"5-[(E)-2-(4-hydroxyphenyl)ethenyl]benzene-1,3-diol",C14H12O3,matched
Rigosertib (ON-01910),Rigosertib (ON-01910),23696523,COC1=C(C=C(C=C1)CS(=O)(=O)/C=C/C2=C(C=C(C=C2OC)OC)OC)NCC(=O)[O-].[Na+],COC1=C(C=C(C=C1)CS(=O)(=O)/C=C/C2=C(C=C(C=C2OC)OC)OC)NCC(=O)[O-].[Na+],"sodium 2-[2-methoxy-5-[[(E)-2-(2,4,6-trimethoxyphenyl)ethenyl]sulfonylmethyl]anilino]acetate",C21H24NNaO8S,matched
"Roscovitine (Seliciclib,CYC202)","Roscovitine (Seliciclib,CYC202)",160355,CC[C@H](CO)NC1=NC(=C2C(=N1)N(C=N2)C(C)C)NCC3=CC=CC=C3,CC[C@H](CO)NC1=NC(=C2C(=N1)N(C=N2)C(C)C)NCC3=CC=CC=C3,(2R)-2-[[6-(benzylamino)-9-propan-2-ylpurin-2-yl]amino]butan-1-ol,C19H26N6O,matched
Roxadustat (FG-4592),Roxadustat (FG-4592),11256664,CC1=C2C=C(C=CC2=C(C(=N1)C(=O)NCC(=O)O)O)OC3=CC=CC=C3,CC1=C2C=C(C=CC2=C(C(=N1)C(=O)NCC(=O)O)O)OC3=CC=CC=C3,2-[(4-hydroxy-1-methyl-7-phenoxyisoquinoline-3-carbonyl)amino]acetic acid,C19H16N2O5,matched
"Rucaparib (AG-014699,PF-01367338) phosphate","Rucaparib (AG-014699,PF-01367338) phosphate",9931953,CNCC1=CC=C(C=C1)C2=C3CCNC(=O)C4=C3C(=CC(=C4)F)N2.OP(=O)(O)O,CNCC1=CC=C(C=C1)C2=C3CCNC(=O)C4=C3C(=CC(=C4)F)N2.OP(=O)(O)O,"6-fluoro-2-[4-(methylaminomethyl)phenyl]-3,10-diazatricyclo[6.4.1.04,13]trideca-1,4,6,8(13)-tetraen-9-one;phosphoric acid",C19H21FN3O5P,matched
Ruxolitinib (INCB018424),Ruxolitinib (INCB018424),25126798,C1CCC(C1)[C@@H](CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3,C1CCC(C1)[C@@H](CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3,"(3R)-3-cyclopentyl-3-[4-(7H-pyrrolo[2,3-d]pyrimidin-4-yl)pyrazol-1-yl]propanenitrile",C17H18N6,matched
S-Ruxolitinib (INCB018424),S-Ruxolitinib (INCB018424),50878566,C1CCC(C1)[C@H](CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3,C1CCC(C1)[C@H](CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3,"(3S)-3-cyclopentyl-3-[4-(7H-pyrrolo[2,3-d]pyrimidin-4-yl)pyrazol-1-yl]propanenitrile",C17H18N6,matched
S3I-201,S3I-201,252682,CC1=CC=C(C=C1)S(=O)(=O)OCC(=O)NC2=CC(=C(C=C2)C(=O)O)O,CC1=CC=C(C=C1)S(=O)(=O)OCC(=O)NC2=CC(=C(C=C2)C(=O)O)O,2-hydroxy-4-[[2-(4-methylphenyl)sulfonyloxyacetyl]amino]benzoic acid,C16H15NO7S,matched
SB431542,SB431542,4521392,C1OC2=C(O1)C=C(C=C2)C3=C(NC(=N3)C4=CC=C(C=C4)C(=O)N)C5=CC=CC=N5,C1OC2=C(O1)C=C(C=C2)C3=C(NC(=N3)C4=CC=C(C=C4)C(=O)N)C5=CC=CC=N5,"4-[4-(1,3-benzodioxol-5-yl)-5-pyridin-2-yl-1H-imidazol-2-yl]benzamide",C22H16N4O3,matched
SGI-1776 free base,SGI-1776 free base,24795070,CN1CCC(CC1)CNC2=NN3C(=NC=C3C4=CC(=CC=C4)OC(F)(F)F)C=C2,CN1CCC(CC1)CNC2=NN3C(=NC=C3C4=CC(=CC=C4)OC(F)(F)F)C=C2,"N-[(1-methylpiperidin-4-yl)methyl]-3-[3-(trifluoromethoxy)phenyl]imidazo[1,2-b]pyridazin-6-amine",C20H22F3N5O,matched
SL-327,SL-327,24906275,C1=CC=C(C(=C1)C(=C(N)SC2=CC=C(C=C2)N)C#N)C(F)(F)F,C1=CC=C(C(=C1)C(=C(N)SC2=CC=C(C=C2)N)C#N)C(F)(F)F,3-amino-3-(4-aminophenyl)sulfanyl-2-[2-(trifluoromethyl)phenyl]prop-2-enenitrile,C16H12F3N3S,matched
SNS-314,SNS-314,24995524,C1=CC(=CC(=C1)Cl)NC(=O)NC2=NC=C(S2)CCNC3=NC=NC4=C3SC=C4,C1=CC(=CC(=C1)Cl)NC(=O)NC2=NC=C(S2)CCNC3=NC=NC4=C3SC=C4,"1-(3-chlorophenyl)-3-[5-[2-(thieno[3,2-d]pyrimidin-4-ylamino)ethyl]-1,3-thiazol-2-yl]urea",C18H15ClN6OS2,matched
SRT1720 HCl,SRT1720 HCl,25232708,C1CN(CCN1)CC2=CSC3=NC(=CN23)C4=CC=CC=C4NC(=O)C5=NC6=CC=CC=C6N=C5.Cl,C1CN(CCN1)CC2=CSC3=NC(=CN23)C4=CC=CC=C4NC(=O)C5=NC6=CC=CC=C6N=C5.Cl,"N-[2-[3-(piperazin-1-ylmethyl)imidazo[2,1-b][1,3]thiazol-6-yl]phenyl]quinoxaline-2-carboxamide;hydrochloride",C25H24ClN7OS,matched
SRT2104 (GSK2245840),SRT2104 (GSK2245840),25108829,CC1=C(SC(=N1)C2=CN=CC=C2)C(=O)NC3=CC=CC=C3C4=CN5C(=CSC5=N4)CN6CCOCC6,CC1=C(SC(=N1)C2=CN=CC=C2)C(=O)NC3=CC=CC=C3C4=CN5C(=CSC5=N4)CN6CCOCC6,"4-methyl-N-[2-[3-(morpholin-4-ylmethyl)imidazo[2,1-b][1,3]thiazol-6-yl]phenyl]-2-pyridin-3-yl-1,3-thiazole-5-carboxamide",C26H24N6O2S2,matched
SRT3025 HCl,SRT3025 HCl,118986647,COCCCC1=C(N=C(S1)C2=CC=CC=C2)C(=O)NC3=CC=CC=C3C4=NC5=C(S4)N=CC(=C5)CN6CCCC6.Cl,COCCCC1=C(N=C(S1)C2=CC=CC=C2)C(=O)NC3=CC=CC=C3C4=NC5=C(S4)N=CC(=C5)CN6CCCC6.Cl,"5-(3-methoxypropyl)-2-phenyl-N-[2-[6-(pyrrolidin-1-ylmethyl)-[1,3]thiazolo[5,4-b]pyridin-2-yl]phenyl]-1,3-thiazole-4-carboxamide;hydrochloride",C31H32ClN5O2S2,matched
Selisistat (EX 527),Selisistat (EX 527),5113032,C1CC(C2=C(C1)C3=C(N2)C=CC(=C3)Cl)C(=O)N,C1CC(C2=C(C1)C3=C(N2)C=CC(=C3)Cl)C(=O)N,"6-chloro-2,3,4,9-tetrahydro-1H-carbazole-1-carboxamide",C13H13ClN2O,matched
Sirtinol,Sirtinol,2827646,CC(C1=CC=CC=C1)NC(=O)C2=CC=CC=C2N=CC3=C(C=CC4=CC=CC=C43)O,CC(C1=CC=CC=C1)NC(=O)C2=CC=CC=C2N=CC3=C(C=CC4=CC=CC=C43)O,2-[(2-hydroxynaphthalen-1-yl)methylideneamino]-N-(1-phenylethyl)benzamide,C26H22N2O2,matched
Sodium Phenylbutyrate,Sodium Phenylbutyrate,5258,C1=CC=C(C=C1)CCCC(=O)[O-].[Na+],C1=CC=C(C=C1)CCCC(=O)[O-].[Na+],sodium 4-phenylbutanoate,C10H11NaO2,matched
Sorafenib Tosylate,Sorafenib Tosylate,406563,CC1=CC=C(C=C1)S(=O)(=O)O.CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,CC1=CC=C(C=C1)S(=O)(=O)O.CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,4-[4-[[4-chloro-3-(trifluoromethyl)phenyl]carbamoylamino]phenoxy]-N-methylpyridine-2-carboxamide;4-methylbenzenesulfonic acid,C28H24ClF3N4O6S,matched
Streptozotocin (STZ),Streptozotocin (STZ),29327,CN(C(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1O)CO)O)O)N=O,CN(C(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1O)CO)O)O)N=O,"1-methyl-1-nitroso-3-[(2S,3R,4R,5S,6R)-2,4,5-trihydroxy-6-(hydroxymethyl)oxan-3-yl]urea",C8H15N3O7,matched
TAK-901,TAK-901,16124208,CCS(=O)(=O)C1=CC=CC(=C1)C2=CC(=C(C3=C2C4=C(N3)N=CC(=C4)C)C)C(=O)NC5CCN(CC5)C,CCS(=O)(=O)C1=CC=CC(=C1)C2=CC(=C(C3=C2C4=C(N3)N=CC(=C4)C)C)C(=O)NC5CCN(CC5)C,"5-(3-ethylsulfonylphenyl)-3,8-dimethyl-N-(1-methylpiperidin-4-yl)-9H-pyrido[2,3-b]indole-7-carboxamide",C28H32N4O3S,matched
TG101209,TG101209,16722832,CC1=CN=C(N=C1NC2=CC(=CC=C2)S(=O)(=O)NC(C)(C)C)NC3=CC=C(C=C3)N4CCN(CC4)C,CC1=CN=C(N=C1NC2=CC(=CC=C2)S(=O)(=O)NC(C)(C)C)NC3=CC=C(C=C3)N4CCN(CC4)C,N-tert-butyl-3-[[5-methyl-2-[4-(4-methylpiperazin-1-yl)anilino]pyrimidin-4-yl]amino]benzenesulfonamide,C26H35N7O2S,matched
TGX-221,TGX-221,9907093,CC1=CN2C(=O)C=C(N=C2C(=C1)C(C)NC3=CC=CC=C3)N4CCOCC4,CC1=CN2C(=O)C=C(N=C2C(=C1)C(C)NC3=CC=CC=C3)N4CCOCC4,"9-(1-anilinoethyl)-7-methyl-2-morpholin-4-ylpyrido[1,2-a]pyrimidin-4-one",C21H24N4O2,matched
TMP195,TMP195,67324851,CC(C)(CNC(=O)C1=CC=CC(=C1)C2=NOC(=N2)C(F)(F)F)C3=COC(=N3)C4=CC=CC=C4,CC(C)(CNC(=O)C1=CC=CC(=C1)C2=NOC(=N2)C(F)(F)F)C3=COC(=N3)C4=CC=CC=C4,"N-[2-methyl-2-(2-phenyl-1,3-oxazol-4-yl)propyl]-3-[5-(trifluoromethyl)-1,2,4-oxadiazol-3-yl]benzamide",C23H19F3N4O3,matched
Tacedinaline (CI994),Tacedinaline (CI994),2746,CC(=O)NC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2N,CC(=O)NC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2N,4-acetamido-N-(2-aminophenyl)benzamide,C15H15N3O2,matched
Tanespimycin (17-AAG),Tanespimycin (17-AAG),6505803,C[C@H]1C[C@@H]([C@@H]([C@H](/C=C(/[C@@H]([C@H](/C=C\C=C(\C(=O)NC2=CC(=O)C(=C(C1)C2=O)NCC=C)/C)OC)OC(=O)N)\C)C)O)OC,C[C@H]1C[C@@H]([C@@H]([C@H](/C=C(/[C@@H]([C@H](/C=C\C=C(\C(=O)NC2=CC(=O)C(=C(C1)C2=O)NCC=C)/C)OC)OC(=O)N)\C)C)O)OC,"[(4E,6Z,8S,9S,10E,12S,13R,14S,16R)-13-hydroxy-8,14-dimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-19-(prop-2-enylamino)-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl] carbamate",C31H43N3O8,matched
Tazemetostat (EPZ-6438),Tazemetostat (EPZ-6438),66558664,CCN(C1CCOCC1)C2=CC(=CC(=C2C)C(=O)NCC3=C(C=C(NC3=O)C)C)C4=CC=C(C=C4)CN5CCOCC5,CCN(C1CCOCC1)C2=CC(=CC(=C2C)C(=O)NCC3=C(C=C(NC3=O)C)C)C4=CC=C(C=C4)CN5CCOCC5,"N-[(4,6-dimethyl-2-oxo-1H-pyridin-3-yl)methyl]-3-[ethyl(oxan-4-yl)amino]-2-methyl-5-[4-(morpholin-4-ylmethyl)phenyl]benzamide",C34H44N4O4,matched
"Temsirolimus (CCI-779, NSC 683864)","Temsirolimus (CCI-779, NSC 683864)",18293306,C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C\[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)OC(=O)C(C)(CO)CO)C)/C)O)OC)C)C)/C)OC,C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C\[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)OC(=O)C(C)(CO)CO)C)/C)O)OC)C)C)/C)OC,"[(1R,2R,4S)-4-[(2R)-2-[(1R,9S,12S,15R,16E,18R,19R,21R,23S,24Z,26E,28E,30S,32S,35R)-1,18-dihydroxy-19,30-dimethoxy-15,17,21,23,29,35-hexamethyl-2,3,10,14,20-pentaoxo-11,36-dioxa-4-azatricyclo[30.3.1.04,9]hexatriaconta-16,24,26,28-tetraen-12-yl]propyl]-2-methoxycyclohexyl] 3-hydroxy-2-(hydroxymethyl)-2-methylpropanoate",C56H87NO16,matched
Thalidomide,Thalidomide,5426,C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O,C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O,"2-(2,6-dioxopiperidin-3-yl)isoindole-1,3-dione",C13H10N2O4,matched
Thiotepa,Thiotepa,5453,C1CN1P(=S)(N2CC2)N3CC3,C1CN1P(=S)(N2CC2)N3CC3,tris(aziridin-1-yl)-sulfanylidene-lambda5-phosphane,C6H12N3PS,matched
Tie2 kinase inhibitor,Tie2 kinase inhibitor,23625762,COC1=CC2=C(C=C1)C=C(C=C2)C3=C(NC(=N3)C4=CC=C(C=C4)S(=O)C)C5=CC=NC=C5,COC1=CC2=C(C=C1)C=C(C=C2)C3=C(NC(=N3)C4=CC=C(C=C4)S(=O)C)C5=CC=NC=C5,4-[4-(6-methoxynaphthalen-2-yl)-2-(4-methylsulfinylphenyl)-1H-imidazol-5-yl]pyridine,C26H21N3O2S,matched
Tofacitinib (CP-690550) Citrate,Tofacitinib (CP-690550) Citrate,10174505,C[C@@H]1CCN(C[C@@H]1N(C)C2=NC=NC3=C2C=CN3)C(=O)CC#N.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,C[C@@H]1CCN(C[C@@H]1N(C)C2=NC=NC3=C2C=CN3)C(=O)CC#N.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,"2-hydroxypropane-1,2,3-tricarboxylic acid;3-[(3R,4R)-4-methyl-3-[methyl(7H-pyrrolo[2,3-d]pyrimidin-4-yl)amino]piperidin-1-yl]-3-oxopropanenitrile",C22H28N6O8,matched
Toremifene Citrate,Toremifene Citrate,3005572,CN(C)CCOC1=CC=C(C=C1)/C(=C(/CCCl)\C2=CC=CC=C2)/C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,CN(C)CCOC1=CC=C(C=C1)/C(=C(/CCCl)\C2=CC=CC=C2)/C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,"2-[4-[(Z)-4-chloro-1,2-diphenylbut-1-enyl]phenoxy]-N,N-dimethylethanamine;2-hydroxypropane-1,2,3-tricarboxylic acid",C32H36ClNO8,matched
"Tozasertib (VX-680, MK-0457)","Tozasertib (VX-680, MK-0457)",5494449,CC1=CC(=NN1)NC2=CC(=NC(=N2)SC3=CC=C(C=C3)NC(=O)C4CC4)N5CCN(CC5)C,CC1=CC(=NN1)NC2=CC(=NC(=N2)SC3=CC=C(C=C3)NC(=O)C4CC4)N5CCN(CC5)C,N-[4-[4-(4-methylpiperazin-1-yl)-6-[(5-methyl-1H-pyrazol-3-yl)amino]pyrimidin-2-yl]sulfanylphenyl]cyclopropanecarboxamide,C23H28N8OS,matched
Trametinib (GSK1120212),Trametinib (GSK1120212),11707110,CC1=C2C(=C(N(C1=O)C)NC3=C(C=C(C=C3)I)F)C(=O)N(C(=O)N2C4=CC=CC(=C4)NC(=O)C)C5CC5,CC1=C2C(=C(N(C1=O)C)NC3=C(C=C(C=C3)I)F)C(=O)N(C(=O)N2C4=CC=CC(=C4)NC(=O)C)C5CC5,"N-[3-[3-cyclopropyl-5-(2-fluoro-4-iodoanilino)-6,8-dimethyl-2,4,7-trioxopyrido[4,3-d]pyrimidin-1-yl]phenyl]acetamide",C26H23FIN5O4,matched
Tranylcypromine (2-PCPA) HCl,Tranylcypromine (2-PCPA) HCl,70183457,C1[C@@H](C1C2=CC=CC=C2)N.Cl,C1[C@@H](C1C2=CC=CC=C2)N.Cl,(1S)-2-phenylcyclopropan-1-amine;hydrochloride,C9H12ClN,matched
Triamcinolone Acetonide,Triamcinolone Acetonide,6436,C[C@]12C[C@@H]([C@]3([C@H]([C@@H]1C[C@@H]4[C@]2(OC(O4)(C)C)C(=O)CO)CCC5=CC(=O)C=C[C@@]53C)F)O,C[C@]12C[C@@H]([C@]3([C@H]([C@@H]1C[C@@H]4[C@]2(OC(O4)(C)C)C(=O)CO)CCC5=CC(=O)C=C[C@@]53C)F)O,"(1S,2S,4R,8S,9S,11S,12R,13S)-12-fluoro-11-hydroxy-8-(2-hydroxyacetyl)-6,6,9,13-tetramethyl-5,7-dioxapentacyclo[10.8.0.02,9.04,8.013,18]icosa-14,17-dien-16-one",C24H31FO6,matched
Trichostatin A (TSA),Trichostatin A (TSA),444732,C[C@H](/C=C(\C)/C=C/C(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C,C[C@H](/C=C(\C)/C=C/C(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C,"(2E,4E,6R)-7-[4-(dimethylamino)phenyl]-N-hydroxy-4,6-dimethyl-7-oxohepta-2,4-dienamide",C17H22N2O3,matched
Tubastatin A HCl,Tubastatin A HCl,57336514,CN1CCC2=C(C1)C3=CC=CC=C3N2CC4=CC=C(C=C4)C(=O)NO.Cl,CN1CCC2=C(C1)C3=CC=CC=C3N2CC4=CC=C(C=C4)C(=O)NO.Cl,"N-hydroxy-4-[(2-methyl-3,4-dihydro-1H-pyrido[4,3-b]indol-5-yl)methyl]benzamide;hydrochloride",C20H22ClN3O2,matched
Tucidinostat (Chidamide),Tucidinostat,12136798,C1=CC(=CN=C1)/C=C/C(=O)NCC2=CC=C(C=C2)C(=O)NC3=C(C=C(C=C3)F)N,C1=CC(=CN=C1)/C=C/C(=O)NCC2=CC=C(C=C2)C(=O)NC3=C(C=C(C=C3)F)N,N-(2-amino-4-fluorophenyl)-4-[[[(E)-3-pyridin-3-ylprop-2-enoyl]amino]methyl]benzamide,C22H19FN4O2,matched
UNC0379,UNC0379,78357767,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCCC3)NCCCCCN4CCCC4)OC,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCCC3)NCCCCCN4CCCC4)OC,"6,7-dimethoxy-2-pyrrolidin-1-yl-N-(5-pyrrolidin-1-ylpentyl)quinazolin-4-amine",C23H35N5O2,matched
UNC0631,UNC0631,53315868,CC(C)N1CCCN(CC1)C2=NC3=CC(=C(C=C3C(=N2)NC4CCN(CC4)CC5CCCCC5)OC)OCCCN6CCCCC6,CC(C)N1CCCN(CC1)C2=NC3=CC(=C(C=C3C(=N2)NC4CCN(CC4)CC5CCCCC5)OC)OCCCN6CCCCC6,"N-[1-(cyclohexylmethyl)piperidin-4-yl]-6-methoxy-7-(3-piperidin-1-ylpropoxy)-2-(4-propan-2-yl-1,4-diazepan-1-yl)quinazolin-4-amine",C37H61N7O2,matched
UNC1999,UNC1999,72551585,CCCC1=C(C(=O)NC(=C1)C)CNC(=O)C2=C3C=NN(C3=CC(=C2)C4=CN=C(C=C4)N5CCN(CC5)C(C)C)C(C)C,CCCC1=C(C(=O)NC(=C1)C)CNC(=O)C2=C3C=NN(C3=CC(=C2)C4=CN=C(C=C4)N5CCN(CC5)C(C)C)C(C)C,N-[(6-methyl-2-oxo-4-propyl-1H-pyridin-3-yl)methyl]-1-propan-2-yl-6-[6-(4-propan-2-ylpiperazin-1-yl)-3-pyridinyl]indazole-4-carboxamide,C33H43N7O2,matched
Valproic acid sodium salt (Sodium valproate),Valproic acid sodium salt (Sodium valproate),16760703,CCCC(CCC)C(=O)[O-].[Na+],CCCC(CCC)C(=O)[O-].[Na+],sodium 2-propylpentanoate,C8H15NaO2,matched
Vandetanib (ZD6474),Vandetanib (ZD6474),3081361,CN1CCC(CC1)COC2=C(C=C3C(=C2)N=CN=C3NC4=C(C=C(C=C4)Br)F)OC,CN1CCC(CC1)COC2=C(C=C3C(=C2)N=CN=C3NC4=C(C=C(C=C4)Br)F)OC,N-(4-bromo-2-fluorophenyl)-6-methoxy-7-[(1-methylpiperidin-4-yl)methoxy]quinazolin-4-amine,C22H24BrFN4O2,matched
