record_id,drug_name,cell_line,dose_value,time,n_cells,smiles,isomeric_smiles,pubchem_cid,scaffold,sample_id,cell_line_24h_control_profile
AC480 (BMS-599626)__A549__10000nM__24h,AC480 (BMS-599626),A549,10000.0,24.0,237,CC1=C2C(=NC=NN2C=C1NC(=O)OC[C@@H]3COCCN3)NC4=CC5=C(C=C4)N(N=C5)CC6=CC(=CC=C6)F,CC1=C2C(=NC=NN2C=C1NC(=O)OC[C@@H]3COCCN3)NC4=CC5=C(C=C4)N(N=C5)CC6=CC(=CC=C6)F,10437018,O=C(Nc1cc2c(Nc3ccc4c(cnn4Cc4ccccc4)c3)ncnn2c1)OC[C@@H]1COCCN1,AC480 (BMS-599626)__A549__10000nM__24h,A549_24h_control_profile
AC480 (BMS-599626)__K562__10nM__24h,AC480 (BMS-599626),K562,10.0,24.0,236,CC1=C2C(=NC=NN2C=C1NC(=O)OC[C@@H]3COCCN3)NC4=CC5=C(C=C4)N(N=C5)CC6=CC(=CC=C6)F,CC1=C2C(=NC=NN2C=C1NC(=O)OC[C@@H]3COCCN3)NC4=CC5=C(C=C4)N(N=C5)CC6=CC(=CC=C6)F,10437018,O=C(Nc1cc2c(Nc3ccc4c(cnn4Cc4ccccc4)c3)ncnn2c1)OC[C@@H]1COCCN1,AC480 (BMS-599626)__K562__10nM__24h,K562_24h_control_profile
AC480 (BMS-599626)__K562__100nM__24h,AC480 (BMS-599626),K562,100.0,24.0,241,CC1=C2C(=NC=NN2C=C1NC(=O)OC[C@@H]3COCCN3)NC4=CC5=C(C=C4)N(N=C5)CC6=CC(=CC=C6)F,CC1=C2C(=NC=NN2C=C1NC(=O)OC[C@@H]3COCCN3)NC4=CC5=C(C=C4)N(N=C5)CC6=CC(=CC=C6)F,10437018,O=C(Nc1cc2c(Nc3ccc4c(cnn4Cc4ccccc4)c3)ncnn2c1)OC[C@@H]1COCCN1,AC480 (BMS-599626)__K562__100nM__24h,K562_24h_control_profile
AC480 (BMS-599626)__K562__1000nM__24h,AC480 (BMS-599626),K562,1000.0,24.0,298,CC1=C2C(=NC=NN2C=C1NC(=O)OC[C@@H]3COCCN3)NC4=CC5=C(C=C4)N(N=C5)CC6=CC(=CC=C6)F,CC1=C2C(=NC=NN2C=C1NC(=O)OC[C@@H]3COCCN3)NC4=CC5=C(C=C4)N(N=C5)CC6=CC(=CC=C6)F,10437018,O=C(Nc1cc2c(Nc3ccc4c(cnn4Cc4ccccc4)c3)ncnn2c1)OC[C@@H]1COCCN1,AC480 (BMS-599626)__K562__1000nM__24h,K562_24h_control_profile
AC480 (BMS-599626)__K562__10000nM__24h,AC480 (BMS-599626),K562,10000.0,24.0,188,CC1=C2C(=NC=NN2C=C1NC(=O)OC[C@@H]3COCCN3)NC4=CC5=C(C=C4)N(N=C5)CC6=CC(=CC=C6)F,CC1=C2C(=NC=NN2C=C1NC(=O)OC[C@@H]3COCCN3)NC4=CC5=C(C=C4)N(N=C5)CC6=CC(=CC=C6)F,10437018,O=C(Nc1cc2c(Nc3ccc4c(cnn4Cc4ccccc4)c3)ncnn2c1)OC[C@@H]1COCCN1,AC480 (BMS-599626)__K562__10000nM__24h,K562_24h_control_profile
AC480 (BMS-599626)__MCF7__10nM__24h,AC480 (BMS-599626),MCF7,10.0,24.0,481,CC1=C2C(=NC=NN2C=C1NC(=O)OC[C@@H]3COCCN3)NC4=CC5=C(C=C4)N(N=C5)CC6=CC(=CC=C6)F,CC1=C2C(=NC=NN2C=C1NC(=O)OC[C@@H]3COCCN3)NC4=CC5=C(C=C4)N(N=C5)CC6=CC(=CC=C6)F,10437018,O=C(Nc1cc2c(Nc3ccc4c(cnn4Cc4ccccc4)c3)ncnn2c1)OC[C@@H]1COCCN1,AC480 (BMS-599626)__MCF7__10nM__24h,MCF7_24h_control_profile
AC480 (BMS-599626)__MCF7__100nM__24h,AC480 (BMS-599626),MCF7,100.0,24.0,574,CC1=C2C(=NC=NN2C=C1NC(=O)OC[C@@H]3COCCN3)NC4=CC5=C(C=C4)N(N=C5)CC6=CC(=CC=C6)F,CC1=C2C(=NC=NN2C=C1NC(=O)OC[C@@H]3COCCN3)NC4=CC5=C(C=C4)N(N=C5)CC6=CC(=CC=C6)F,10437018,O=C(Nc1cc2c(Nc3ccc4c(cnn4Cc4ccccc4)c3)ncnn2c1)OC[C@@H]1COCCN1,AC480 (BMS-599626)__MCF7__100nM__24h,MCF7_24h_control_profile
AC480 (BMS-599626)__MCF7__1000nM__24h,AC480 (BMS-599626),MCF7,1000.0,24.0,472,CC1=C2C(=NC=NN2C=C1NC(=O)OC[C@@H]3COCCN3)NC4=CC5=C(C=C4)N(N=C5)CC6=CC(=CC=C6)F,CC1=C2C(=NC=NN2C=C1NC(=O)OC[C@@H]3COCCN3)NC4=CC5=C(C=C4)N(N=C5)CC6=CC(=CC=C6)F,10437018,O=C(Nc1cc2c(Nc3ccc4c(cnn4Cc4ccccc4)c3)ncnn2c1)OC[C@@H]1COCCN1,AC480 (BMS-599626)__MCF7__1000nM__24h,MCF7_24h_control_profile
AC480 (BMS-599626)__MCF7__10000nM__24h,AC480 (BMS-599626),MCF7,10000.0,24.0,371,CC1=C2C(=NC=NN2C=C1NC(=O)OC[C@@H]3COCCN3)NC4=CC5=C(C=C4)N(N=C5)CC6=CC(=CC=C6)F,CC1=C2C(=NC=NN2C=C1NC(=O)OC[C@@H]3COCCN3)NC4=CC5=C(C=C4)N(N=C5)CC6=CC(=CC=C6)F,10437018,O=C(Nc1cc2c(Nc3ccc4c(cnn4Cc4ccccc4)c3)ncnn2c1)OC[C@@H]1COCCN1,AC480 (BMS-599626)__MCF7__10000nM__24h,MCF7_24h_control_profile
AG-490 (Tyrphostin B42)__A549__10nM__24h,AG-490 (Tyrphostin B42),A549,10.0,24.0,207,C1=CC=C(C=C1)CNC(=O)/C(=C/C2=CC(=C(C=C2)O)O)/C#N,C1=CC=C(C=C1)CNC(=O)/C(=C/C2=CC(=C(C=C2)O)O)/C#N,5328779,O=C(/C=C/c1ccccc1)NCc1ccccc1,AG-490 (Tyrphostin B42)__A549__10nM__24h,A549_24h_control_profile
AG-490 (Tyrphostin B42)__A549__100nM__24h,AG-490 (Tyrphostin B42),A549,100.0,24.0,255,C1=CC=C(C=C1)CNC(=O)/C(=C/C2=CC(=C(C=C2)O)O)/C#N,C1=CC=C(C=C1)CNC(=O)/C(=C/C2=CC(=C(C=C2)O)O)/C#N,5328779,O=C(/C=C/c1ccccc1)NCc1ccccc1,AG-490 (Tyrphostin B42)__A549__100nM__24h,A549_24h_control_profile
AG-490 (Tyrphostin B42)__A549__1000nM__24h,AG-490 (Tyrphostin B42),A549,1000.0,24.0,205,C1=CC=C(C=C1)CNC(=O)/C(=C/C2=CC(=C(C=C2)O)O)/C#N,C1=CC=C(C=C1)CNC(=O)/C(=C/C2=CC(=C(C=C2)O)O)/C#N,5328779,O=C(/C=C/c1ccccc1)NCc1ccccc1,AG-490 (Tyrphostin B42)__A549__1000nM__24h,A549_24h_control_profile
AG-490 (Tyrphostin B42)__A549__10000nM__24h,AG-490 (Tyrphostin B42),A549,10000.0,24.0,212,C1=CC=C(C=C1)CNC(=O)/C(=C/C2=CC(=C(C=C2)O)O)/C#N,C1=CC=C(C=C1)CNC(=O)/C(=C/C2=CC(=C(C=C2)O)O)/C#N,5328779,O=C(/C=C/c1ccccc1)NCc1ccccc1,AG-490 (Tyrphostin B42)__A549__10000nM__24h,A549_24h_control_profile
AG-490 (Tyrphostin B42)__K562__10nM__24h,AG-490 (Tyrphostin B42),K562,10.0,24.0,283,C1=CC=C(C=C1)CNC(=O)/C(=C/C2=CC(=C(C=C2)O)O)/C#N,C1=CC=C(C=C1)CNC(=O)/C(=C/C2=CC(=C(C=C2)O)O)/C#N,5328779,O=C(/C=C/c1ccccc1)NCc1ccccc1,AG-490 (Tyrphostin B42)__K562__10nM__24h,K562_24h_control_profile
AG-490 (Tyrphostin B42)__K562__100nM__24h,AG-490 (Tyrphostin B42),K562,100.0,24.0,263,C1=CC=C(C=C1)CNC(=O)/C(=C/C2=CC(=C(C=C2)O)O)/C#N,C1=CC=C(C=C1)CNC(=O)/C(=C/C2=CC(=C(C=C2)O)O)/C#N,5328779,O=C(/C=C/c1ccccc1)NCc1ccccc1,AG-490 (Tyrphostin B42)__K562__100nM__24h,K562_24h_control_profile
AG-490 (Tyrphostin B42)__K562__1000nM__24h,AG-490 (Tyrphostin B42),K562,1000.0,24.0,308,C1=CC=C(C=C1)CNC(=O)/C(=C/C2=CC(=C(C=C2)O)O)/C#N,C1=CC=C(C=C1)CNC(=O)/C(=C/C2=CC(=C(C=C2)O)O)/C#N,5328779,O=C(/C=C/c1ccccc1)NCc1ccccc1,AG-490 (Tyrphostin B42)__K562__1000nM__24h,K562_24h_control_profile
AG-490 (Tyrphostin B42)__K562__10000nM__24h,AG-490 (Tyrphostin B42),K562,10000.0,24.0,254,C1=CC=C(C=C1)CNC(=O)/C(=C/C2=CC(=C(C=C2)O)O)/C#N,C1=CC=C(C=C1)CNC(=O)/C(=C/C2=CC(=C(C=C2)O)O)/C#N,5328779,O=C(/C=C/c1ccccc1)NCc1ccccc1,AG-490 (Tyrphostin B42)__K562__10000nM__24h,K562_24h_control_profile
AG-490 (Tyrphostin B42)__MCF7__10nM__24h,AG-490 (Tyrphostin B42),MCF7,10.0,24.0,465,C1=CC=C(C=C1)CNC(=O)/C(=C/C2=CC(=C(C=C2)O)O)/C#N,C1=CC=C(C=C1)CNC(=O)/C(=C/C2=CC(=C(C=C2)O)O)/C#N,5328779,O=C(/C=C/c1ccccc1)NCc1ccccc1,AG-490 (Tyrphostin B42)__MCF7__10nM__24h,MCF7_24h_control_profile
AG-490 (Tyrphostin B42)__MCF7__100nM__24h,AG-490 (Tyrphostin B42),MCF7,100.0,24.0,527,C1=CC=C(C=C1)CNC(=O)/C(=C/C2=CC(=C(C=C2)O)O)/C#N,C1=CC=C(C=C1)CNC(=O)/C(=C/C2=CC(=C(C=C2)O)O)/C#N,5328779,O=C(/C=C/c1ccccc1)NCc1ccccc1,AG-490 (Tyrphostin B42)__MCF7__100nM__24h,MCF7_24h_control_profile
AG-490 (Tyrphostin B42)__MCF7__1000nM__24h,AG-490 (Tyrphostin B42),MCF7,1000.0,24.0,433,C1=CC=C(C=C1)CNC(=O)/C(=C/C2=CC(=C(C=C2)O)O)/C#N,C1=CC=C(C=C1)CNC(=O)/C(=C/C2=CC(=C(C=C2)O)O)/C#N,5328779,O=C(/C=C/c1ccccc1)NCc1ccccc1,AG-490 (Tyrphostin B42)__MCF7__1000nM__24h,MCF7_24h_control_profile
AG-490 (Tyrphostin B42)__MCF7__10000nM__24h,AG-490 (Tyrphostin B42),MCF7,10000.0,24.0,512,C1=CC=C(C=C1)CNC(=O)/C(=C/C2=CC(=C(C=C2)O)O)/C#N,C1=CC=C(C=C1)CNC(=O)/C(=C/C2=CC(=C(C=C2)O)O)/C#N,5328779,O=C(/C=C/c1ccccc1)NCc1ccccc1,AG-490 (Tyrphostin B42)__MCF7__10000nM__24h,MCF7_24h_control_profile
AG-14361__A549__10nM__24h,AG-14361,A549,10.0,24.0,264,CN(C)CC1=CC=C(C=C1)C2=NC3=CC=CC4=C3N2CCNC4=O,CN(C)CC1=CC=C(C=C1)C2=NC3=CC=CC4=C3N2CCNC4=O,9840076,O=C1NCCn2c(-c3ccccc3)nc3cccc1c32,AG-14361__A549__10nM__24h,A549_24h_control_profile
AG-14361__A549__100nM__24h,AG-14361,A549,100.0,24.0,254,CN(C)CC1=CC=C(C=C1)C2=NC3=CC=CC4=C3N2CCNC4=O,CN(C)CC1=CC=C(C=C1)C2=NC3=CC=CC4=C3N2CCNC4=O,9840076,O=C1NCCn2c(-c3ccccc3)nc3cccc1c32,AG-14361__A549__100nM__24h,A549_24h_control_profile
AG-14361__A549__1000nM__24h,AG-14361,A549,1000.0,24.0,209,CN(C)CC1=CC=C(C=C1)C2=NC3=CC=CC4=C3N2CCNC4=O,CN(C)CC1=CC=C(C=C1)C2=NC3=CC=CC4=C3N2CCNC4=O,9840076,O=C1NCCn2c(-c3ccccc3)nc3cccc1c32,AG-14361__A549__1000nM__24h,A549_24h_control_profile
AG-14361__A549__10000nM__24h,AG-14361,A549,10000.0,24.0,233,CN(C)CC1=CC=C(C=C1)C2=NC3=CC=CC4=C3N2CCNC4=O,CN(C)CC1=CC=C(C=C1)C2=NC3=CC=CC4=C3N2CCNC4=O,9840076,O=C1NCCn2c(-c3ccccc3)nc3cccc1c32,AG-14361__A549__10000nM__24h,A549_24h_control_profile
AG-14361__K562__10nM__24h,AG-14361,K562,10.0,24.0,243,CN(C)CC1=CC=C(C=C1)C2=NC3=CC=CC4=C3N2CCNC4=O,CN(C)CC1=CC=C(C=C1)C2=NC3=CC=CC4=C3N2CCNC4=O,9840076,O=C1NCCn2c(-c3ccccc3)nc3cccc1c32,AG-14361__K562__10nM__24h,K562_24h_control_profile
AG-14361__K562__100nM__24h,AG-14361,K562,100.0,24.0,236,CN(C)CC1=CC=C(C=C1)C2=NC3=CC=CC4=C3N2CCNC4=O,CN(C)CC1=CC=C(C=C1)C2=NC3=CC=CC4=C3N2CCNC4=O,9840076,O=C1NCCn2c(-c3ccccc3)nc3cccc1c32,AG-14361__K562__100nM__24h,K562_24h_control_profile
AG-14361__K562__1000nM__24h,AG-14361,K562,1000.0,24.0,228,CN(C)CC1=CC=C(C=C1)C2=NC3=CC=CC4=C3N2CCNC4=O,CN(C)CC1=CC=C(C=C1)C2=NC3=CC=CC4=C3N2CCNC4=O,9840076,O=C1NCCn2c(-c3ccccc3)nc3cccc1c32,AG-14361__K562__1000nM__24h,K562_24h_control_profile
AG-14361__K562__10000nM__24h,AG-14361,K562,10000.0,24.0,220,CN(C)CC1=CC=C(C=C1)C2=NC3=CC=CC4=C3N2CCNC4=O,CN(C)CC1=CC=C(C=C1)C2=NC3=CC=CC4=C3N2CCNC4=O,9840076,O=C1NCCn2c(-c3ccccc3)nc3cccc1c32,AG-14361__K562__10000nM__24h,K562_24h_control_profile
AG-14361__MCF7__10nM__24h,AG-14361,MCF7,10.0,24.0,543,CN(C)CC1=CC=C(C=C1)C2=NC3=CC=CC4=C3N2CCNC4=O,CN(C)CC1=CC=C(C=C1)C2=NC3=CC=CC4=C3N2CCNC4=O,9840076,O=C1NCCn2c(-c3ccccc3)nc3cccc1c32,AG-14361__MCF7__10nM__24h,MCF7_24h_control_profile
AG-14361__MCF7__100nM__24h,AG-14361,MCF7,100.0,24.0,610,CN(C)CC1=CC=C(C=C1)C2=NC3=CC=CC4=C3N2CCNC4=O,CN(C)CC1=CC=C(C=C1)C2=NC3=CC=CC4=C3N2CCNC4=O,9840076,O=C1NCCn2c(-c3ccccc3)nc3cccc1c32,AG-14361__MCF7__100nM__24h,MCF7_24h_control_profile
AG-14361__MCF7__1000nM__24h,AG-14361,MCF7,1000.0,24.0,523,CN(C)CC1=CC=C(C=C1)C2=NC3=CC=CC4=C3N2CCNC4=O,CN(C)CC1=CC=C(C=C1)C2=NC3=CC=CC4=C3N2CCNC4=O,9840076,O=C1NCCn2c(-c3ccccc3)nc3cccc1c32,AG-14361__MCF7__1000nM__24h,MCF7_24h_control_profile
AG-14361__MCF7__10000nM__24h,AG-14361,MCF7,10000.0,24.0,493,CN(C)CC1=CC=C(C=C1)C2=NC3=CC=CC4=C3N2CCNC4=O,CN(C)CC1=CC=C(C=C1)C2=NC3=CC=CC4=C3N2CCNC4=O,9840076,O=C1NCCn2c(-c3ccccc3)nc3cccc1c32,AG-14361__MCF7__10000nM__24h,MCF7_24h_control_profile
AICAR (Acadesine)__A549__10nM__24h,AICAR (Acadesine),A549,10.0,24.0,272,C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N)C(=O)N,C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N)C(=O)N,17513,c1cn([C@H]2CCCO2)cn1,AICAR (Acadesine)__A549__10nM__24h,A549_24h_control_profile
AICAR (Acadesine)__A549__100nM__24h,AICAR (Acadesine),A549,100.0,24.0,226,C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N)C(=O)N,C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N)C(=O)N,17513,c1cn([C@H]2CCCO2)cn1,AICAR (Acadesine)__A549__100nM__24h,A549_24h_control_profile
AICAR (Acadesine)__A549__1000nM__24h,AICAR (Acadesine),A549,1000.0,24.0,246,C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N)C(=O)N,C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N)C(=O)N,17513,c1cn([C@H]2CCCO2)cn1,AICAR (Acadesine)__A549__1000nM__24h,A549_24h_control_profile
AICAR (Acadesine)__A549__10000nM__24h,AICAR (Acadesine),A549,10000.0,24.0,270,C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N)C(=O)N,C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N)C(=O)N,17513,c1cn([C@H]2CCCO2)cn1,AICAR (Acadesine)__A549__10000nM__24h,A549_24h_control_profile
AICAR (Acadesine)__K562__10nM__24h,AICAR (Acadesine),K562,10.0,24.0,240,C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N)C(=O)N,C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N)C(=O)N,17513,c1cn([C@H]2CCCO2)cn1,AICAR (Acadesine)__K562__10nM__24h,K562_24h_control_profile
AICAR (Acadesine)__K562__100nM__24h,AICAR (Acadesine),K562,100.0,24.0,279,C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N)C(=O)N,C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N)C(=O)N,17513,c1cn([C@H]2CCCO2)cn1,AICAR (Acadesine)__K562__100nM__24h,K562_24h_control_profile
AICAR (Acadesine)__K562__1000nM__24h,AICAR (Acadesine),K562,1000.0,24.0,258,C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N)C(=O)N,C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N)C(=O)N,17513,c1cn([C@H]2CCCO2)cn1,AICAR (Acadesine)__K562__1000nM__24h,K562_24h_control_profile
AICAR (Acadesine)__K562__10000nM__24h,AICAR (Acadesine),K562,10000.0,24.0,285,C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N)C(=O)N,C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N)C(=O)N,17513,c1cn([C@H]2CCCO2)cn1,AICAR (Acadesine)__K562__10000nM__24h,K562_24h_control_profile
AICAR (Acadesine)__MCF7__10nM__24h,AICAR (Acadesine),MCF7,10.0,24.0,579,C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N)C(=O)N,C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N)C(=O)N,17513,c1cn([C@H]2CCCO2)cn1,AICAR (Acadesine)__MCF7__10nM__24h,MCF7_24h_control_profile
AICAR (Acadesine)__MCF7__100nM__24h,AICAR (Acadesine),MCF7,100.0,24.0,530,C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N)C(=O)N,C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N)C(=O)N,17513,c1cn([C@H]2CCCO2)cn1,AICAR (Acadesine)__MCF7__100nM__24h,MCF7_24h_control_profile
AICAR (Acadesine)__MCF7__1000nM__24h,AICAR (Acadesine),MCF7,1000.0,24.0,405,C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N)C(=O)N,C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N)C(=O)N,17513,c1cn([C@H]2CCCO2)cn1,AICAR (Acadesine)__MCF7__1000nM__24h,MCF7_24h_control_profile
AICAR (Acadesine)__MCF7__10000nM__24h,AICAR (Acadesine),MCF7,10000.0,24.0,414,C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N)C(=O)N,C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N)C(=O)N,17513,c1cn([C@H]2CCCO2)cn1,AICAR (Acadesine)__MCF7__10000nM__24h,MCF7_24h_control_profile
AMG-900__A549__10nM__24h,AMG-900,A549,10.0,24.0,169,CC1=CSC(=C1)C2=NN=C(C3=CC=CC=C32)NC4=CC=C(C=C4)OC5=C(C=CC=N5)C6=NC(=NC=C6)N,CC1=CSC(=C1)C2=NN=C(C3=CC=CC=C32)NC4=CC=C(C=C4)OC5=C(C=CC=N5)C6=NC(=NC=C6)N,24856041,c1csc(-c2nnc(Nc3ccc(Oc4ncccc4-c4ccncn4)cc3)c3ccccc23)c1,AMG-900__A549__10nM__24h,A549_24h_control_profile
AMG-900__A549__100nM__24h,AMG-900,A549,100.0,24.0,161,CC1=CSC(=C1)C2=NN=C(C3=CC=CC=C32)NC4=CC=C(C=C4)OC5=C(C=CC=N5)C6=NC(=NC=C6)N,CC1=CSC(=C1)C2=NN=C(C3=CC=CC=C32)NC4=CC=C(C=C4)OC5=C(C=CC=N5)C6=NC(=NC=C6)N,24856041,c1csc(-c2nnc(Nc3ccc(Oc4ncccc4-c4ccncn4)cc3)c3ccccc23)c1,AMG-900__A549__100nM__24h,A549_24h_control_profile
AMG-900__A549__1000nM__24h,AMG-900,A549,1000.0,24.0,149,CC1=CSC(=C1)C2=NN=C(C3=CC=CC=C32)NC4=CC=C(C=C4)OC5=C(C=CC=N5)C6=NC(=NC=C6)N,CC1=CSC(=C1)C2=NN=C(C3=CC=CC=C32)NC4=CC=C(C=C4)OC5=C(C=CC=N5)C6=NC(=NC=C6)N,24856041,c1csc(-c2nnc(Nc3ccc(Oc4ncccc4-c4ccncn4)cc3)c3ccccc23)c1,AMG-900__A549__1000nM__24h,A549_24h_control_profile
AMG-900__A549__10000nM__24h,AMG-900,A549,10000.0,24.0,180,CC1=CSC(=C1)C2=NN=C(C3=CC=CC=C32)NC4=CC=C(C=C4)OC5=C(C=CC=N5)C6=NC(=NC=C6)N,CC1=CSC(=C1)C2=NN=C(C3=CC=CC=C32)NC4=CC=C(C=C4)OC5=C(C=CC=N5)C6=NC(=NC=C6)N,24856041,c1csc(-c2nnc(Nc3ccc(Oc4ncccc4-c4ccncn4)cc3)c3ccccc23)c1,AMG-900__A549__10000nM__24h,A549_24h_control_profile
AMG-900__K562__10nM__24h,AMG-900,K562,10.0,24.0,202,CC1=CSC(=C1)C2=NN=C(C3=CC=CC=C32)NC4=CC=C(C=C4)OC5=C(C=CC=N5)C6=NC(=NC=C6)N,CC1=CSC(=C1)C2=NN=C(C3=CC=CC=C32)NC4=CC=C(C=C4)OC5=C(C=CC=N5)C6=NC(=NC=C6)N,24856041,c1csc(-c2nnc(Nc3ccc(Oc4ncccc4-c4ccncn4)cc3)c3ccccc23)c1,AMG-900__K562__10nM__24h,K562_24h_control_profile
AMG-900__K562__100nM__24h,AMG-900,K562,100.0,24.0,209,CC1=CSC(=C1)C2=NN=C(C3=CC=CC=C32)NC4=CC=C(C=C4)OC5=C(C=CC=N5)C6=NC(=NC=C6)N,CC1=CSC(=C1)C2=NN=C(C3=CC=CC=C32)NC4=CC=C(C=C4)OC5=C(C=CC=N5)C6=NC(=NC=C6)N,24856041,c1csc(-c2nnc(Nc3ccc(Oc4ncccc4-c4ccncn4)cc3)c3ccccc23)c1,AMG-900__K562__100nM__24h,K562_24h_control_profile
AMG-900__K562__1000nM__24h,AMG-900,K562,1000.0,24.0,223,CC1=CSC(=C1)C2=NN=C(C3=CC=CC=C32)NC4=CC=C(C=C4)OC5=C(C=CC=N5)C6=NC(=NC=C6)N,CC1=CSC(=C1)C2=NN=C(C3=CC=CC=C32)NC4=CC=C(C=C4)OC5=C(C=CC=N5)C6=NC(=NC=C6)N,24856041,c1csc(-c2nnc(Nc3ccc(Oc4ncccc4-c4ccncn4)cc3)c3ccccc23)c1,AMG-900__K562__1000nM__24h,K562_24h_control_profile
AMG-900__K562__10000nM__24h,AMG-900,K562,10000.0,24.0,213,CC1=CSC(=C1)C2=NN=C(C3=CC=CC=C32)NC4=CC=C(C=C4)OC5=C(C=CC=N5)C6=NC(=NC=C6)N,CC1=CSC(=C1)C2=NN=C(C3=CC=CC=C32)NC4=CC=C(C=C4)OC5=C(C=CC=N5)C6=NC(=NC=C6)N,24856041,c1csc(-c2nnc(Nc3ccc(Oc4ncccc4-c4ccncn4)cc3)c3ccccc23)c1,AMG-900__K562__10000nM__24h,K562_24h_control_profile
AMG-900__MCF7__10nM__24h,AMG-900,MCF7,10.0,24.0,425,CC1=CSC(=C1)C2=NN=C(C3=CC=CC=C32)NC4=CC=C(C=C4)OC5=C(C=CC=N5)C6=NC(=NC=C6)N,CC1=CSC(=C1)C2=NN=C(C3=CC=CC=C32)NC4=CC=C(C=C4)OC5=C(C=CC=N5)C6=NC(=NC=C6)N,24856041,c1csc(-c2nnc(Nc3ccc(Oc4ncccc4-c4ccncn4)cc3)c3ccccc23)c1,AMG-900__MCF7__10nM__24h,MCF7_24h_control_profile
AMG-900__MCF7__100nM__24h,AMG-900,MCF7,100.0,24.0,419,CC1=CSC(=C1)C2=NN=C(C3=CC=CC=C32)NC4=CC=C(C=C4)OC5=C(C=CC=N5)C6=NC(=NC=C6)N,CC1=CSC(=C1)C2=NN=C(C3=CC=CC=C32)NC4=CC=C(C=C4)OC5=C(C=CC=N5)C6=NC(=NC=C6)N,24856041,c1csc(-c2nnc(Nc3ccc(Oc4ncccc4-c4ccncn4)cc3)c3ccccc23)c1,AMG-900__MCF7__100nM__24h,MCF7_24h_control_profile
AMG-900__MCF7__1000nM__24h,AMG-900,MCF7,1000.0,24.0,358,CC1=CSC(=C1)C2=NN=C(C3=CC=CC=C32)NC4=CC=C(C=C4)OC5=C(C=CC=N5)C6=NC(=NC=C6)N,CC1=CSC(=C1)C2=NN=C(C3=CC=CC=C32)NC4=CC=C(C=C4)OC5=C(C=CC=N5)C6=NC(=NC=C6)N,24856041,c1csc(-c2nnc(Nc3ccc(Oc4ncccc4-c4ccncn4)cc3)c3ccccc23)c1,AMG-900__MCF7__1000nM__24h,MCF7_24h_control_profile
AMG-900__MCF7__10000nM__24h,AMG-900,MCF7,10000.0,24.0,412,CC1=CSC(=C1)C2=NN=C(C3=CC=CC=C32)NC4=CC=C(C=C4)OC5=C(C=CC=N5)C6=NC(=NC=C6)N,CC1=CSC(=C1)C2=NN=C(C3=CC=CC=C32)NC4=CC=C(C=C4)OC5=C(C=CC=N5)C6=NC(=NC=C6)N,24856041,c1csc(-c2nnc(Nc3ccc(Oc4ncccc4-c4ccncn4)cc3)c3ccccc23)c1,AMG-900__MCF7__10000nM__24h,MCF7_24h_control_profile
AR-42__A549__10nM__24h,AR-42,A549,10.0,24.0,213,CC(C)[C@@H](C1=CC=CC=C1)C(=O)NC2=CC=C(C=C2)C(=O)NO,CC(C)[C@@H](C1=CC=CC=C1)C(=O)NC2=CC=C(C=C2)C(=O)NO,6918848,O=C(Cc1ccccc1)Nc1ccccc1,AR-42__A549__10nM__24h,A549_24h_control_profile
